Country,Year,Revenue,Net_Income_Net_Profit_Losses,Total_Assets,Current_Market_Cap,Volume,EBITDA,Net_Debt,Total_Equity,ROIC,EBIT,Net_interest,CAPEX,Total_Liabilities,Total_Debt,Quick_ratio,Cash_and_equiv,Mkt_securities,Asset_Turnover,Net_marging,Debt_Equity,LogTotal_Assets,Lnrevenue,ROE,EBIT_CapEx_Interest_Expense,ROA,Debt_to_EBITDA,Debt_Ratio,Debt_Book_Capitalization,Debt_Equity_Ratio,Debt_Total_Capitalization,Cash_plus_Marketable_Securities_Debt,Market_Cap_to_Revenue_ratio,P_B_ratio,GDP_per_Capita,Inflation_Rate,Real_GDP_Growth_Rate,ESG_Committee,International_presence,Years_in_Market,ESG_Risk_Rating,Developed,Market_Cap_to_EBITDA,RandD_expense,Moodys_Credit_Rating_Category
1,0.8162392383277247,-0.4667173410949647,-0.3515032270983743,-0.5841122997859909,-0.3725006809445832,-0.41557288094541966,-0.4085317489381703,0.15660824079803698,-0.5108294903132158,0.8509694720946016,-0.3466881715653288,-0.1324046791265119,0.3701362404081398,-0.537218706352177,-0.49542924202680977,-1.725452125233356,-0.5847426435399912,-0.3587126460746765,-1.8190279508136455,-8.632419605947804,-2.655416343654483,-3.095863722406896,-4.662274145107865,10.279880921664134,-0.04833674594917878,-1.6463693605218925,-0.21135831073560696,2.5313504889976826,2.107751903656147,-2.655416343654483,2.107751903656147,-0.4570847718085612,0.006383570048535796,-0.8018439278689555,1.2155071108557158,0.3158661045456508,0.09518576512601813,-0.9819805060619659,0.15762208124782037,-0.6686833346847211,0.3554678413619828,0.323899234771733,-4.709180957712989,-0.38209465221939864,0
10,0.8162392383277247,-0.46671942958661744,-0.3434556258143936,-0.5844728997133737,-0.3725033383462662,-0.3886698772191662,-0.4083381671406753,0.1551715492525212,-0.5102407237581764,-0.5333126254778204,-0.34644057514622384,-0.13405390216295188,0.3736403081431759,-0.5380689206506744,-0.4967877821133903,-1.6385799636078928,-0.5847962394366184,-0.3587126460746765,-1.0424976784723325,-0.0019759753538548066,-0.40266818268435656,-4.678541995395703,-4.802253609876586,-0.3213203451346939,2.6679184326570873,-0.15733311828467478,-0.15142049971117524,4.241275189992916,-0.24965646982771872,-0.40266818268435656,-0.24965646982771872,-0.42172037326503575,-0.11995494199963976,-0.7596100050091225,-0.16646465269944838,0.11185677485215055,0.2152411655861194,1.0183501544346312,0.15762208124782037,0.22391981591361773,-0.10980711417730495,0.323899234771733,-0.14716366828810507,-0.2363107679127631,1
1,0.2238075330898426,-0.46672012149695447,-0.35615484765305383,-0.5844400532570163,-0.3724826273785851,-0.42208073416529607,-0.408585872450719,0.15581513790954848,-0.5119760379166591,0.8509694720946016,-0.34675717599912764,-0.13335580910858333,0.3701362404081398,-0.5360046366624127,-0.4959647010162553,-1.732524902994013,-0.58426553217613,-0.3587126460746765,-1.6115477418272617,-20.32222170032487,-0.9331334175570003,-4.136713790024654,-4.8589961594839854,3.7160369803135347,-0.05215182095422301,-19.825116311328774,-0.15135943784226583,15.183016065491698,-1.0271972532328824,-0.9331334175570003,-1.0271972532328824,-0.4209219626807504,3.8479116123720836,-0.797620526703481,0.9153060362557058,-0.004719984972706756,1.166102482845232,-0.9819805060619659,0.15762208124782037,-0.6949363685258487,0.47106410360776857,0.323899234771733,-1.3611614842696045,-0.3881689807321751,0
1,-0.9610558773859216,-0.4505231839093883,-0.44565961534155263,-0.5583923592957958,-0.3435673756776715,-0.22369377505372617,-0.47622210713023116,0.08588780542964383,-0.46804457277127753,-4.778356419879782,-0.4376050854604419,-0.608861247678339,0.36581430100351314,-0.5314079087650968,-0.4874156599401367,-0.05440075005130492,-0.5187401619500892,-0.30260785289871156,-0.4398860532797478,0.004184260804662245,-0.5152928660628249,-0.9054621265377532,-0.9268748118503694,-1.3546056249659475,-0.044283443891931576,-0.2683094656203586,-0.09137631762675386,-0.5350257277364271,-0.3539783636782284,-0.5152928660628249,-0.3539783636782284,0.7218866066974882,0.9378793093492139,-0.11676217874326018,0.7469283525409365,-0.28547568155090475,0.158877127811424,-0.9819805060619659,0.15762208124782037,-0.9574667069371249,0.017628016715878634,0.323899234771733,-0.18244730693220573,-0.38209465221939864,1
1,-0.36862417214803944,-0.4427264745113598,-0.3530490054956775,-0.5560354053692007,-0.36117755787507916,0.11898615526138648,-0.41109562281662265,0.08199879504600706,-0.4634603530189546,-0.5826646295723914,-0.3557583933035399,-0.1787019593043272,0.3679100891610656,-0.5314540599172817,-0.48900836154491345,-0.0814771883915601,-0.5167489919508189,-0.3011627712353132,0.07304627761021211,0.05794846736683424,-0.5430245482513117,-0.8607296565922352,-0.7326771431024898,-0.3264451850375292,-0.04432190539757968,0.014017627097131936,-0.1420074373585067,-0.6103996785431908,-0.38292100354065534,-0.5430245482513117,-0.38292100354065534,1.0001704393283497,-0.4573679631562586,-0.5462793787914637,0.6728911358862095,-0.34182111546625243,-1.5035801663532187,-0.9819805060619659,0.15762208124782037,-0.9312136730959972,-0.043236498308840764,0.323899234771733,-0.6689817050969972,-0.37602032370662214,1
1,0.2238075330898426,-0.43017327854370935,-0.31964431448149044,-0.5459182955198314,-0.30656969734660783,0.0009053495463931449,-0.38736020527521375,0.051791415334951775,-0.4467648253530308,0.29162307439173585,-0.3249801699673739,-0.023802750838746306,0.3689808831348608,-0.5290512927004997,-0.4860819888511831,0.028412252163694144,-0.4403753481431879,-0.30277616532663815,0.3132456250541796,0.06751844162134943,-0.5420323724803752,-0.7033465105201351,-0.5247018487669461,-0.056893865279249264,-0.044146377018122594,0.08933905630195224,-0.07902554614949046,-0.607589780911683,-0.3818605241240755,-0.5420323724803752,-0.3818605241240755,1.0403492390473974,0.9567268374251657,0.22685032738633723,0.915348246755509,-0.004719984972706756,1.120729432436602,-0.9819805060619659,0.15762208124782037,-0.9049606392548696,-0.17596285506056838,0.323899234771733,0.2956266673148092,-0.3699459951938457,1
21,0.8162392383277247,-0.3987792081342469,-0.3707934239036691,-0.2582609026398698,-0.31957146376555645,0.41538306202908204,-0.33504308938180655,-0.0010297022720280715,-0.4079377633036399,0.7596499935185409,-0.25516939296080016,0.21482575950012156,0.3675774649876047,-0.08057178473212073,-0.46228629614435685,2.3407800629914206,-0.16021455379583674,0.3630888979435859,-1.3906265191433707,0.057935678083804634,-0.4584134657743357,0.4012549885597195,-0.21823323462290717,-0.35537368437014477,-0.04341344117956279,0.03411432893702099,-0.07984872794854726,-0.7601451324211983,-0.2988284978621989,-0.4584134657743357,-0.2988284978621989,2.9171239316992494,-0.13143769330453367,-0.27825876538065375,-1.6475888802922143,0.4421575943559129,0.3505148562453885,1.0183501544346312,0.15762208124782037,-0.9837197407782524,0.7087300187851043,-3.08737993995184,-0.028795341099612005,-0.35779733816829273,0
1,1.4086709435656068,-0.42340951471507765,-0.3460856046624247,-0.5452949091112589,-0.30303487332136525,-0.03051828566279857,-0.41103875353590935,0.04782682765276137,-0.44567599297270466,-0.4592643182236256,-0.354653455538884,-0.1466057269195672,0.3691047216732878,-0.5289556625396729,-0.4884341169150248,-0.2383390986398743,-0.4462472844516068,-0.2980997065801732,0.6761913100898743,0.06104062865946956,-0.5615398494373887,-0.6950520252511584,-0.44077580995458304,-0.2500960353206287,-0.03950568383947211,0.035352759506722745,-0.14707693106882147,-0.6640615232270269,-0.40306544042343495,-0.5615398494373887,-0.40306544042343495,1.48226485390916,0.7442879900778332,0.26303347719852405,1.3689422776401698,-0.05912247289097354,-0.19621631016915744,-0.9819805060619659,0.15762208124782037,-0.8524545715726144,-0.014440197824531728,0.323899234771733,-3.5274483940688066,-0.3456486811427398,1
21,1.4086709435656068,-0.35288704985638464,-0.2660109639500751,-0.11015507884772512,-0.2626279538685843,0.4919657465627959,-0.20832218642435427,-0.055270523909103884,-0.37616395015911774,2.0708125597262486,-0.09512428645831332,0.14505134127238242,0.36754650535299793,0.14005939347490326,-0.4372717985087874,2.3407800629914206,0.018010020616468555,0.9593524207226756,-1.317531637075621,0.06778869250191895,-0.4053981107757494,0.5949102991259906,0.03686950991118702,0.037865012609972805,-0.03626376946529532,0.05360692039087439,-0.08313096383775934,-0.7429624973720487,-0.2519619678877777,-0.4053981107757494,-0.2519619678877777,2.933330251480697,0.06619475993017711,0.01563775078505689,-1.6010306990093388,-0.014434714958111583,0.3228964777357878,1.0183501544346312,0.15762208124782037,-0.9574667069371249,0.794733637895969,-3.08737993995184,-0.051950610169730606,-0.3456486811427398,0
1,1.4086709435656068,-0.4662713283188743,-0.3458632877654801,-0.5833815221547042,-0.3717240343999768,-0.3257053403543186,-0.4086152172052426,0.15728502600729227,-0.5099611141521899,-1.6929375386357854,-0.3468596844890021,-0.13355508484704176,0.3701048585966975,-0.5367507237951625,-0.4948111879776781,-1.3688918724732688,-0.5847691565120219,-0.3587126460746765,-0.926298957969961,0.012508799346424439,1.407772369138738,-2.5394412789717564,-2.693485659403732,-2.475562762410156,-0.05645949251269348,-0.133668724885862,-0.21593626805856758,0.7895851622142036,0.37283794808058196,1.407772369138738,0.37283794808058196,-0.4594581485274115,0.8737548845176244,0.7182923983820991,1.4034282559793443,-0.10186728482675449,0.2360958595627568,-0.9819805060619659,0.15762208124782037,-0.6424303008435934,0.23987157911619697,0.323899234771733,-3.5308098662468725,-0.37602032370662214,0
